discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Spain,Fatima GALVEZ,Spain
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Spain,Alberto FERNANDEZ,Spain
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,San Marino,Alessandra PERILLI,San Marino
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,San Marino,Gian Marco BERTI,San Marino
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,United States of America,Madelynn Ann BERNAU,United States of America
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,United States of America,Brian BURROWS,United States of America
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,SILVER,Athlete,,Yulia ZYKOVA,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,BRONZE,Athlete,,Yulia KARIMOVA,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,GOLD,Athlete,,Nina CHRISTEN,Switzerland
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,BRONZE,Athlete,,Milenko SEBIC,Serbia
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,SILVER,Athlete,,Sergey KAMENSKIY,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,GOLD,Athlete,,Changhong ZHANG,People's Republic of China
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,GOLD,Athlete,,Jean QUIQUAMPOIX,France
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,SILVER,Athlete,,Leuris PUPO,Cuba
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,BRONZE,Athlete,,Yuehong LI,People's Republic of China
Shooting,tokyo-2020,10m Air Rifle Men,Men,SILVER,Athlete,,Lihao SHENG,People's Republic of China
Shooting,tokyo-2020,10m Air Rifle Men,Men,GOLD,Athlete,,William SHANER,United States of America
Shooting,tokyo-2020,10m Air Rifle Men,Men,BRONZE,Athlete,,Haoran YANG,People's Republic of China
Shooting,tokyo-2020,10m Air Rifle women,Women,SILVER,Athlete,,Anastasiia GALASHINA,ROC
Shooting,tokyo-2020,10m Air Rifle women,Women,BRONZE,Athlete,,Nina CHRISTEN,Switzerland
Shooting,tokyo-2020,10m Air Rifle women,Women,GOLD,Athlete,,Qian YANG,People's Republic of China
Shooting,tokyo-2020,Trap Men,Men,GOLD,Athlete,,Jiri LIPTAK,Czech Republic
Shooting,tokyo-2020,Trap Men,Men,SILVER,Athlete,,David KOSTELECKY,Czech Republic
Shooting,tokyo-2020,Trap Men,Men,BRONZE,Athlete,,Matthew John COWARD HOLLEY,Great Britain
Shooting,tokyo-2020,Skeet women,Women,SILVER,Athlete,,Diana BACOSI,Italy
Shooting,tokyo-2020,Skeet women,Women,GOLD,Athlete,,Amber ENGLISH,United States of America
Shooting,tokyo-2020,Skeet women,Women,BRONZE,Athlete,,Meng WEI,People's Republic of China
Shooting,tokyo-2020,Trap women,Women,GOLD,Athlete,,Zuzana STEFECEKOVA,Slovakia
Shooting,tokyo-2020,Trap women,Women,BRONZE,Athlete,,Alessandra PERILLI,San Marino
Shooting,tokyo-2020,Trap women,Women,SILVER,Athlete,,Kayle BROWNING,United States of America
Shooting,tokyo-2020,10m Air Pistol women,Women,BRONZE,Athlete,,Ranxin JIANG,People's Republic of China
Shooting,tokyo-2020,10m Air Pistol women,Women,GOLD,Athlete,,Vitalina BATSARASHKINA,ROC
Shooting,tokyo-2020,10m Air Pistol women,Women,SILVER,Athlete,,Antoaneta BONEVA,Bulgaria
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,Qian YANG,People's Republic of China
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,Haoran YANG,People's Republic of China
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,United States of America 1,Mary Carolynn TUCKER,United States of America
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,United States of America 1,Lucas KOZENIESKY,United States of America
Shooting,tokyo-2020,25m Pistol Women,Women,BRONZE,Athlete,,Jiaruixuan XIAO,People's Republic of China
Shooting,tokyo-2020,25m Pistol Women,Women,GOLD,Athlete,,Vitalina BATSARASHKINA,ROC
Shooting,tokyo-2020,25m Pistol Women,Women,SILVER,Athlete,,Minjung KIM,Republic of Korea
Shooting,tokyo-2020,10m Air Pistol Men,Men,SILVER,Athlete,,Damir MIKEC,Serbia
Shooting,tokyo-2020,10m Air Pistol Men,Men,GOLD,Athlete,,Javad FOROUGHI,Islamic Republic of Iran
Shooting,tokyo-2020,10m Air Pistol Men,Men,BRONZE,Athlete,,Wei PANG,People's Republic of China
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,Ranxin JIANG,People's Republic of China
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,Wei PANG,People's Republic of China
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,ROC 1,Vitalina BATSARASHKINA,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,ROC 1,Artem CHERNOUSOV,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Ukraine,Olena KOSTEVYCH,Ukraine
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Ukraine,Oleh OMELCHUK,Ukraine
Shooting,tokyo-2020,Skeet Men,Men,BRONZE,Athlete,,Abdullah ALRASHIDI,Kuwait
Shooting,tokyo-2020,Skeet Men,Men,SILVER,Athlete,,Jesper HANSEN,Denmark
Shooting,tokyo-2020,Skeet Men,Men,GOLD,Athlete,,Vincent HANCOCK,United States of America
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,China,Zongyuan WANG,People's Republic of China
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,China,Siyi XIE,People's Republic of China
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,United States,Andrew CAPOBIANCO,United States of America
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,United States,Mike HIXON,United States of America
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Germany,Patrick HAUSDING,Germany
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Germany,Lars RUDIGER,Germany
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,China,Tingmao SHI,People's Republic of China
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,China,Han WANG,People's Republic of China
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Canada,Jennifer ABEL,Canada
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Canada,Melissa CITRINI BEAULIEU,Canada
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Germany,Lena HENTSCHEL,Germany
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Germany,Tina PUNZEL,Germany
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Great Britain,Thomas DALEY,Great Britain
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Great Britain,Matty LEE,Great Britain
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,China,Yuan CAO,People's Republic of China
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,China,Aisen CHEN,People's Republic of China
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,ROC,Aleksandr BONDAR,ROC
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,ROC,Viktor MINIBAEV,ROC
Diving,tokyo-2020,Men's 3m Springboard,Men,GOLD,Athlete,,Siyi XIE,People's Republic of China
Diving,tokyo-2020,Men's 3m Springboard,Men,BRONZE,Athlete,,Jack LAUGHER,Great Britain
Diving,tokyo-2020,Men's 3m Springboard,Men,SILVER,Athlete,,Zongyuan WANG,People's Republic of China
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,China,Yuxi CHEN,People's Republic of China
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,China,Jiaqi ZHANG,People's Republic of China
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,United States,Jessica PARRATTO,United States of America
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,United States,Delaney SCHNELL,United States of America
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Mexico,Gabriela Belem AGUNDEZ GARCIA,Mexico
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Mexico,Alejandra OROZCO,Mexico
Diving,tokyo-2020,Women's 10m Platform,Women,BRONZE,Athlete,,Melissa WU,Australia
Diving,tokyo-2020,Women's 10m Platform,Women,GOLD,Athlete,,Hongchan QUAN,People's Republic of China
Diving,tokyo-2020,Women's 10m Platform,Women,SILVER,Athlete,,Yuxi CHEN,People's Republic of China
Diving,tokyo-2020,Men's 10m Platform,Men,BRONZE,Athlete,,Thomas DALEY,Great Britain
Diving,tokyo-2020,Men's 10m Platform,Men,SILVER,Athlete,,Jian YANG,People's Republic of China
Diving,tokyo-2020,Men's 10m Platform,Men,GOLD,Athlete,,Yuan CAO,People's Republic of China
Diving,tokyo-2020,Women's 3m Springboard,Women,SILVER,Athlete,,Han WANG,People's Republic of China
Diving,tokyo-2020,Women's 3m Springboard,Women,BRONZE,Athlete,,Krysta PALMER,United States of America
Diving,tokyo-2020,Women's 3m Springboard,Women,GOLD,Athlete,,Tingmao SHI,People's Republic of China
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,GOLD,Athlete,,Nevin HARRISON,United States of America
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,SILVER,Athlete,,Laurence VINCENT-LAPOINTE,Canada
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,BRONZE,Athlete,,Liudmyla LUZAN,Ukraine
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Cuba,Serguey TORRES,Cuba
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Cuba,Fernando Dayan JORGE,Cuba
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,China,Hao LIU,People's Republic of China
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,China,Pengfei ZHENG,People's Republic of China
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Germany,Sebastian BRENDEL,Germany
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Germany,Tim HECKER,Germany
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,GOLD,GameTeam,Germany,,Germany
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,SILVER,GameTeam,Spain,,Spain
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,BRONZE,GameTeam,Slovakia,,Slovakia
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Australia,Jean VAN DER WESTHUYZEN,Australia
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Australia,Thomas GREEN,Australia
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Germany,Max HOFF,Germany
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Germany,Jacob SCHOPF,Germany
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Czech Republic,Josef DOSTAL,Czech Republic
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Czech Republic,Radek SLOUF,Czech Republic
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,BRONZE,Athlete,,Emma JORGENSEN,Denmark
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,GOLD,Athlete,,Lisa CARRINGTON,New Zealand
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,SILVER,Athlete,,Teresa PORTELA,Spain
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,People's Republic of China,Shixiao XU,People's Republic of China
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,People's Republic of China,Mengya SUN,People's Republic of China
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Ukraine,Liudmyla LUZAN,Ukraine
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Ukraine,Anastasiia CHETVERIKOVA,Ukraine
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Canada,Laurence VINCENT-LAPOINTE,Canada
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Canada,Katie VINCENT,Canada
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,SILVER,Athlete,,Tamara CSIPES,Hungary
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,GOLD,Athlete,,Lisa CARRINGTON,New Zealand
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,BRONZE,Athlete,,Emma JORGENSEN,Denmark
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,GOLD,GameTeam,Hungary,,Hungary
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,SILVER,GameTeam,Belarus,,Belarus
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,BRONZE,GameTeam,Poland,,Poland
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,SILVER,Athlete,,Hao LIU,People's Republic of China
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,BRONZE,Athlete,,Serghei TARNOVSCHI,Republic of Moldova
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,GOLD,Athlete,,Isaquias QUEIROZ DOS SANTOS,Brazil
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,BRONZE,Athlete,,Fernando PIMENTA,Portugal
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,SILVER,Athlete,,Adam VARGA,Hungary
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,GOLD,Athlete,,Balint KOPASZ,Hungary
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,New Zealand,Lisa CARRINGTON,New Zealand
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,New Zealand,Caitlin RYAN,New Zealand
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Poland,Karolina NAJA,Poland
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Poland,Anna PULAWSKA,Poland
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Hungary,Danuta KOZAK,Hungary
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Hungary,Dora BODONYI,Hungary
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,BRONZE,Athlete,,Liam HEATH,Great Britain
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,SILVER,Athlete,,Manfredi RIZZA,Italy
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,GOLD,Athlete,,Sandor TOTKA,Hungary
Cycling Road,tokyo-2020,Women's Road Race,Women,SILVER,Athlete,,Annemiek VAN VLEUTEN,Netherlands
Cycling Road,tokyo-2020,Women's Road Race,Women,BRONZE,Athlete,,Elisa LONGO BORGHINI,Italy
Cycling Road,tokyo-2020,Women's Road Race,Women,GOLD,Athlete,,Anna KIESENHOFER,Austria
Cycling Road,tokyo-2020,Women's Individual Time Trial,Women,BRONZE,Athlete,,Anna VAN DER BREGGEN,Netherlands
Cycling Road,tokyo-2020,Women's Individual Time Trial,Women,GOLD,Athlete,,Annemiek VAN VLEUTEN,Netherlands
Cycling Road,tokyo-2020,Women's Individual Time Trial,Women,SILVER,Athlete,,Marlen REUSSER,Switzerland
Cycling Road,tokyo-2020,Men's Individual Time Trial,Men,BRONZE,Athlete,,Rohan DENNIS,Australia
Cycling Road,tokyo-2020,Men's Individual Time Trial,Men,GOLD,Athlete,,Primoz ROGLIC,Slovenia
Cycling Road,tokyo-2020,Men's Individual Time Trial,Men,SILVER,Athlete,,Tom DUMOULIN,Netherlands
Cycling Road,tokyo-2020,Men's Road Race,Men,BRONZE,Athlete,,Tadej POGACAR,Slovenia
Cycling Road,tokyo-2020,Men's Road Race,Men,GOLD,Athlete,,Richard CARAPAZ,Ecuador
Cycling Road,tokyo-2020,Men's Road Race,Men,SILVER,Athlete,,Wout VAN AERT,Belgium
Football,tokyo-2020,Women,Women,GOLD,GameTeam,Canada,,Canada
Football,tokyo-2020,Women,Women,SILVER,GameTeam,Sweden,,Sweden
Football,tokyo-2020,Women,Women,BRONZE,GameTeam,United States,,United States of America
Football,tokyo-2020,Men,Men,GOLD,GameTeam,Brazil,,Brazil
Football,tokyo-2020,Men,Men,SILVER,GameTeam,Spain,,Spain
Football,tokyo-2020,Men,Men,BRONZE,GameTeam,Mexico,,Mexico
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,SILVER,Athlete,,Pat MCCORMACK,Great Britain
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,BRONZE,Athlete,,Andrei ZAMKOVOI,ROC
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,GOLD,Athlete,,Roniel IGLESIAS,Cuba
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,BRONZE,Athlete,,Aidan WALSH,Ireland
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,BRONZE,Athlete,,Eumir MARCIAL,Philippines
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,GOLD,Athlete,,Hebert SOUSA,Brazil
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,SILVER,Athlete,,Oleksandr KHYZHNIAK,Ukraine
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,BRONZE,Athlete,,Gleb BAKSHI,ROC
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,GOLD,Athlete,,Bakhodir JALOLOV,Uzbekistan
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,BRONZE,Athlete,,Kamshybek KUNKABAYEV,Kazakhstan
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,BRONZE,Athlete,,Frazer CLARKE,Great Britain
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,SILVER,Athlete,,Richard TORREZ JR,United States of America
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,BRONZE,Athlete,,Imam KHATAEV,ROC
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,SILVER,Athlete,,Benjamin WHITTAKER,Great Britain
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,GOLD,Athlete,,Arlen LOPEZ,Cuba
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,BRONZE,Athlete,,Loren Berto ALFONSO DOMINGUEZ,Azerbaijan
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,BRONZE,Athlete,,Samuel TAKYI,Ghana
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,BRONZE,Athlete,,Lazaro ALVAREZ ESTRADA,Cuba
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,SILVER,Athlete,,Duke RAGAN,United States of America
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,GOLD,Athlete,,Albert BATYRGAZIEV,ROC
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,BRONZE,Athlete,,David NYIKA,New Zealand
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,BRONZE,Athlete,,Abner TEIXEIRA,Brazil
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,SILVER,Athlete,,Muslim GADZHIMAGOMEDOV,ROC
Boxing,tokyo-2020,Men's Heavy (81-91kg),Men,GOLD,Athlete,,Julio LA CRUZ PERAZA,Cuba
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,SILVER,Athlete,,Qian LI,People's Republic of China
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,BRONZE,Athlete,,Zenfira MAGOMEDALIEVA,ROC
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,GOLD,Athlete,,Lauren PRICE,Great Britain
Boxing,tokyo-2020,Women's Middle (69-75kg),Women,BRONZE,Athlete,,Nouchka FONTIJN,Netherlands
Boxing,tokyo-2020,Women's Light (57-60kg),Women,GOLD,Athlete,,Kellie Anne HARRINGTON,Ireland
Boxing,tokyo-2020,Women's Light (57-60kg),Women,BRONZE,Athlete,,Mira POTKONEN,Finland
Boxing,tokyo-2020,Women's Light (57-60kg),Women,BRONZE,Athlete,,Sudaporn SEESONDEE,Thailand
Boxing,tokyo-2020,Women's Light (57-60kg),Women,SILVER,Athlete,,Beatriz FERREIRA,Brazil
Boxing,tokyo-2020,Women's Welter (64-69kg),Women,BRONZE,Athlete,,Oshae JONES,United States of America
Boxing,tokyo-2020,Women's Welter (64-69kg),Women,BRONZE,Athlete,,Lovlina BORGOHAIN,India
Boxing,tokyo-2020,Women's Welter (64-69kg),Women,SILVER,Athlete,,Hong GU,People's Republic of China
Boxing,tokyo-2020,Women's Welter (64-69kg),Women,GOLD,Athlete,,Busenaz SURMENELI,Turkey
Boxing,tokyo-2020,Women's Fly (48-51kg),Women,GOLD,Athlete,,Stoyka Zhelyazkova KRASTEVA,Bulgaria
Boxing,tokyo-2020,Women's Fly (48-51kg),Women,SILVER,Athlete,,Buse Naz CAKIROGLU,Turkey
Boxing,tokyo-2020,Women's Fly (48-51kg),Women,BRONZE,Athlete,,Tsukimi NAMIKI,Japan
Boxing,tokyo-2020,Women's Fly (48-51kg),Women,BRONZE,Athlete,,Hsiao-Wen HUANG,Chinese Taipei
Boxing,tokyo-2020,Men's Fly (48-52kg),Men,BRONZE,Athlete,,Saken BIBOSSINOV,Kazakhstan
Boxing,tokyo-2020,Men's Fly (48-52kg),Men,SILVER,Athlete,,Carlo PAALAM,Philippines
Boxing,tokyo-2020,Men's Fly (48-52kg),Men,BRONZE,Athlete,,Ryomei TANAKA,Japan
Boxing,tokyo-2020,Men's Fly (48-52kg),Men,GOLD,Athlete,,Galal YAFAI,Great Britain
Boxing,tokyo-2020,Women's Feather (54-57kg),Women,SILVER,Athlete,,Nesthy PETECIO,Philippines
Boxing,tokyo-2020,Women's Feather (54-57kg),Women,GOLD,Athlete,,Sena IRIE,Japan
Boxing,tokyo-2020,Women's Feather (54-57kg),Women,BRONZE,Athlete,,Irma TESTA,Italy
Boxing,tokyo-2020,Women's Feather (54-57kg),Women,BRONZE,Athlete,,Karriss ARTINGSTALL,Great Britain
Boxing,tokyo-2020,Men's Light (57-63kg),Men,BRONZE,Athlete,,Harrison GARSIDE,Australia
Boxing,tokyo-2020,Men's Light (57-63kg),Men,SILVER,Athlete,,Keyshawn DAVIS,United States of America
Boxing,tokyo-2020,Men's Light (57-63kg),Men,BRONZE,Athlete,,Hovhannes BACHKOV,Armenia
Boxing,tokyo-2020,Men's Light (57-63kg),Men,GOLD,Athlete,,Andy CRUZ,Cuba
Artistic Swimming,tokyo-2020,Duet,Women,GOLD,GameTeam,ROC,Svetlana KOLESNICHENKO,ROC
Artistic Swimming,tokyo-2020,Duet,Women,GOLD,GameTeam,ROC,Svetlana ROMASHINA,ROC
Artistic Swimming,tokyo-2020,Duet,Women,SILVER,GameTeam,China,Xuechen HUANG,People's Republic of China
Artistic Swimming,tokyo-2020,Duet,Women,SILVER,GameTeam,China,Wenyan SUN,People's Republic of China
Artistic Swimming,tokyo-2020,Duet,Women,BRONZE,GameTeam,Ukraine,Marta FIEDINA,Ukraine
Artistic Swimming,tokyo-2020,Duet,Women,BRONZE,GameTeam,Ukraine,Anastasiya SAVCHUK,Ukraine
Artistic Swimming,tokyo-2020,Team,Women,GOLD,GameTeam,ROC,,ROC
Artistic Swimming,tokyo-2020,Team,Women,SILVER,GameTeam,China,,People's Republic of China
Artistic Swimming,tokyo-2020,Team,Women,BRONZE,GameTeam,Ukraine,,Ukraine
Handball,tokyo-2020,Men,Men,GOLD,GameTeam,France,,France
Handball,tokyo-2020,Men,Men,SILVER,GameTeam,Denmark,,Denmark
Handball,tokyo-2020,Men,Men,BRONZE,GameTeam,Spain,,Spain
Handball,tokyo-2020,Women,Women,GOLD,GameTeam,France,,France
Handball,tokyo-2020,Women,Women,SILVER,GameTeam,ROC,,ROC
Handball,tokyo-2020,Women,Women,BRONZE,GameTeam,Norway,,Norway
Rugby Sevens,tokyo-2020,Men,Men,GOLD,GameTeam,Fiji,,Fiji
Rugby Sevens,tokyo-2020,Men,Men,SILVER,GameTeam,New Zealand,,New Zealand
Rugby Sevens,tokyo-2020,Men,Men,BRONZE,GameTeam,Argentina,,Argentina
Rugby Sevens,tokyo-2020,Women,Women,GOLD,GameTeam,New Zealand,,New Zealand
Rugby Sevens,tokyo-2020,Women,Women,SILVER,GameTeam,France,,France
Rugby Sevens,tokyo-2020,Women,Women,BRONZE,GameTeam,Fiji,,Fiji
Cycling BMX Racing,tokyo-2020,Men,Men,SILVER,Athlete,,Kye WHYTE,Great Britain
Cycling BMX Racing,tokyo-2020,Men,Men,BRONZE,Athlete,,Carlos Alberto RAMIREZ YEPES,Colombia
Cycling BMX Racing,tokyo-2020,Men,Men,GOLD,Athlete,,Niek KIMMANN,Netherlands
Cycling BMX Racing,tokyo-2020,Women,Women,GOLD,Athlete,,Bethany SHRIEVER,Great Britain
Cycling BMX Racing,tokyo-2020,Women,Women,BRONZE,Athlete,,Merel SMULDERS,Netherlands
Cycling BMX Racing,tokyo-2020,Women,Women,SILVER,Athlete,,Mariana PAJÓN,Colombia
Triathlon,tokyo-2020,Women's Individual,Women,GOLD,Athlete,,Flora DUFFY,Bermuda
Triathlon,tokyo-2020,Women's Individual,Women,SILVER,Athlete,,Georgia TAYLOR-BROWN,Great Britain
Triathlon,tokyo-2020,Women's Individual,Women,BRONZE,Athlete,,Katie ZAFERES,United States of America
Triathlon,tokyo-2020,Mixed Relay,Mixed,GOLD,GameTeam,Great Britain,,Great Britain
Triathlon,tokyo-2020,Mixed Relay,Mixed,SILVER,GameTeam,United States,,United States of America
Triathlon,tokyo-2020,Mixed Relay,Mixed,BRONZE,GameTeam,France,,France
Triathlon,tokyo-2020,Men's Individual,Men,BRONZE,Athlete,,Hayden WILDE,New Zealand
Triathlon,tokyo-2020,Men's Individual,Men,SILVER,Athlete,,Alex YEE,Great Britain
Triathlon,tokyo-2020,Men's Individual,Men,GOLD,Athlete,,Kristian BLUMMENFELT,Norway
Surfing,tokyo-2020,Women,Women,BRONZE,Athlete,,Amuro TSUZUKI,Japan
Surfing,tokyo-2020,Women,Women,SILVER,Athlete,,Bianca BUITENDAG,South Africa
